pub_date,text,sentiment,sentiment_score
2006-06-24 05:00:00+00:00,"Head of android fashioned after late science fiction author Phillip K Dick is lost en route to press junket for film A Scanner Darrkly, based on Dick novel; android was built by fan and doctoral student David Hanson and was able to conduct rudimentary conversations about Dick's work and ideas using latest artificial intelligence technology; head is still missing; photos (M) LOS ANGELES, June 23 - Philip K. Dick has gone missing, and now Hollywood finds itself an android short. Head of android fashioned after late science fiction author Phillip K Dick is lost en route to press junket for film A Scanner Darrkly, based on Dick novel; android was built by fan and doctoral student David Hanson and was able to conduct rudimen... {'main': 'A Strange Loss of Face, More Than Embarrassing', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Strange Loss of Face, More Than Embarrassing', 'name': None, 'seo': None, 'sub': None}",neutral,0.48139742
2006-07-09 04:00:00+00:00,"Why ever trust a computer model to run your investments? Because it seems to pay off. IF movies like ""2001: A Space Odyssey"" and ""The Matrix"" are any indication, humans are not comfortable with the idea of artificial intelligence controlling their fate. Why ever trust a computer model to run your investments? Because it seems to pay off. {'main': ""How a Computer Knows What Many Managers Don't"", 'kicker': None, 'content_kicker': None, 'print_headline': ""How a Computer Knows What Many Managers Don't"", 'name': None, 'seo': None, 'sub': None}",negative,0.5583681
2006-07-09 05:00:00+00:00,"Article on attention quantitative or quant funds, based on recommendations of proprietary computer models, have gained recently; advanantages are that quant models can examine much larger numbers of stocks than human analysts can and that they offer superior risk control; drawing (M) IF movies like ""2001: A Space Odyssey"" and ""The Matrix"" are any indication, humans are not comfortable with the idea of artificial intelligence controlling their fate. Article on attention quantitative or quant funds, based on recommendations of proprietary computer models, have gained recently; advanantages are that quant models can examine much larger numbers of stocks than human analysts can and that they off... {'main': ""How a Computer Knows What Many Managers Don't"", 'kicker': 'MUTUAL FUNDS REPORT', 'content_kicker': None, 'print_headline': ""MUTUAL FUNDS REPORT; How a Computer Knows What Many Managers Don't"", 'name': None, 'seo': None, 'sub': None}",neutral,0.5248729
2006-07-18 04:00:00+00:00,"In the research field known as artificial intelligence, reality is finally catching up to the science-fiction hype. Robot cars drive themselves across the desert, electronic eyes perform lifeguard duty in swimming pools and virtual enemies with humanlike behavior battle video game players.  In the research field known as artificial intelligence, reality is finally catching up to the science-fiction hype. {'main': 'Brainy Robots Start Stepping Into Daily Life', 'kicker': None, 'content_kicker': None, 'print_headline': 'Brainy Robots Start Stepping Into Daily Life', 'name': None, 'seo': None, 'sub': None}",neutral,0.5696641
2006-07-18 05:00:00+00:00,"Robot cars drive themselves across the desert, electronic eyes perform lifeguard duty in swimming pools and virtual enemies with humanlike behavior battle video game players.      These are some fruits of the research field known as artificial intelligence, where reality is finally catching up to the science-fiction hype. A half-century after the term was coined, both scientists and engineers say they are making rapid progress in simulating the human brain, and their work is finding its way into a new wave of real-world products.   Correction Appended Robot cars drive themselves across the desert, electronic eyes perform lifeguard duty in swimming pools and virtual enemies with humanlike behavior battle video game players.      These are some fruits of the research field known as artificial int... {'main': 'Brainy Robots Start Stepping Into Daily Life', 'kicker': None, 'content_kicker': None, 'print_headline': 'Brainy Robots Start Stepping Into Daily Life', 'name': None, 'seo': None, 'sub': None}",neutral,0.52092075
2006-07-18 05:00:00+00:00,"ADVANCES IN BRAIN SIMULATION -- A half-century after the term artificial intelligence was coined, scientists and engineers say they are making rapid progress in simulating the human brain, and their work is finding its way into a new wave of real-world products. [Page A1.]    COMPUTERS VS. MANAGERS -- A Dutch sociology professor has been studying the routine decisions that managers make, and is convinced that computer models, by and large, can do a better job. [C4.]    CRACKDOWN ON WEB GAMBLING -- In an escalation of their crackdown on Internet gambling, federal prosecutors said they were pressing charges against the chief executive of BetOnSports, an Internet sports betting Web site that is traded publicly in Britain, and several other current and former company officers. [C1.]    A NEW MIDSIZE FROM AIRBUS -- The European airplane maker Airbus introduced a midsized airline at the Farnborough International Air Show. The new aircraft, which will be five inches wider than the A350 it replaces, will be called the A350 XWB to highlight its extra wide body. [C1.]    UPDATING AIRPORTS -- Robert D. Johnson, chief executive of Dubai Aerospace, wants to change the way you fly by building ''passenger-friendly'' airports around the world to eliminate bottlenecks at security stops and check-in lines. [C9.]    MINE BID QUESTIONED -- Phelps Dodge raised its bid for the Canadian mining companies Falconbridge and Inco to a total value of more than $35 billion and some investors began raising doubts about the proposal, saying it would dilute the value of Phelps Dodge shares. [C9.]    PFIZER'S CHIEF OPTIMIST -- Pfizer will spend about $7 billion a year developing new drugs and some analysts say the company's productivity has not matched its spending, but Dr. John L. LaMattina, Pfizer's research chief, believes the company and the industry are on the verge of a new age of drug discovery. [C1.]    NICHE FOR DRUG MAKERS -- The pharmaceutical industry is beginning to reap a windfall from a surprisingly lucrative niche market: drugs for poor people. Market Place. [C1.]    DISAPPOINTING RESULT AT CITIGROUP -- Citigroup posted a 4 percent increase in quarterly profit but its results fell short of market forecasts and its shares fell 2.5 percent. [C1.]    LAW FIRM PLEADS NOT GUILTY -- The law firm Milberg Weiss Bershad & Schulman and two of its partners pleaded not guilty to charges of making more than $11 million in secret payments to individuals who agreed to become plaintiffs in lucrative class-action securities lawsuits. [C3.]    HOPE FOR TRADE TALKS -- Trade ministers will meet twice next week in Geneva in a last-ditch attempt to rescue the stalled World Trade Organization talks, they said. At the encouragement of leaders of the Group of 8 industrialized countries, negotiators from Australia, Brazil, the European Union, India, Japan and the United States met Monday night with the director general of the World Trade Organization, Pascal Lamy, above, to assess the talks. [C9.]    INDUSTRIAL PRODUCTION RISES -- Industrial production rose at a higher-than-expected rate of 0.8 percent last month as hot weather increased the use of electricity, and factories made more communications equipment and semiconductors. [C5.]    AN EDITOR FOR PRIVATE EQUITY -- Norman Pearlstine, the former top editorial executive at magazine publisher Time Inc., is joining the Carlyle Group, the global private equity firm, to help find investment and business opportunities in global telecommunications and media. [C8.]    STOCKS MIXED -- Blue-chip stocks rose slightly, while the Standard & Poor's 500-stock index fell. The Dow Jones industrial average gained 8.01 points, to end at 10,747.36; the S.& P. 500 slipped 1.71 points, to 1,234.49; and the Nasdaq composite index rose 0.37 point, to 2,037.72. [C11.]    POLITICS AND STEM CELLS -- The Senate moved toward approval of expanded federal spending on medical research using embryonic stem cells, but with a veto imminent, the immediate results of the legislation were likely to be more political than scientific. [A18.]    ONLINE    ONLINE: DEALBOOK -- A report on mergers and acquisitions, up-to-the-minute news on Wall Street and a look at the behind-the-scenes maneuvering is at nytimes.com/dealbook.    THE EUROPEAN APPROACH -- Steve Lohr of The Times discusses the implications of the fine levied by the European Commission against Microsoft at nytimes.com/technology.    PLANES AND POLITICS -- At the Farnborough Air Show in London, the world's leaders in aviation gather to make both monetary and political deals. A report is at nytimes.com/business.    Business Briefing  Articles on these developments are at nytimes.com/business.    A JUDGE REDUCED A DAMAGE AWARD to Rambus to $133.4 million, from $307 million, for patent infringement by Hynix Semiconductor, leaving Rambus the choice of accepting the reduced amount or holding a new trial on damages. Federal District Judge Ronald Whyte said Rambus had 30 days to accept the lower amount. (BLOOMBERG NEWS)    THE RADIOSHACK CORPORATION, the electronics retailer, said yesterday that its chief financial officer, David Barnes, would leave and take a job with Western Union. (AP) ADVANCES IN BRAIN SIMULATION -- A half-century after the term artificial intelligence was coined, scientists and engineers say they are making rapid progress in simulating the human brain, and their work is finding its way into a new wave of real-world products. [Page A1.] ADVANCES IN BRAIN SIMULATION -- A half-century after the term artificial intelligence was coined, scientists and engineers say they are making rapid progress in simulating the human brain, and their work is finding its way into a new wave of real-... {'main': 'TODAY IN BUSINESS', 'kicker': None, 'content_kicker': None, 'print_headline': 'TODAY IN BUSINESS', 'name': None, 'seo': None, 'sub': None}",neutral,0.63033587
2006-07-20 16:09:00+00:00,"In this lesson, students investigate current research in artificial intelligence and imagine the ways in which those technologies can be developed for use in daily life. Note: This lesson was originally published on an older version of The Learning Network; the link to the related Times article will take you to a page on the old site. In this lesson, students investigate current research in artificial intelligence and imagine the ways in which those technologies can be developed for use in daily life. {'main': 'Our Robots, Ourselves', 'kicker': 'The Learning Network', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",neutral,0.79169613
2006-07-21 05:00:00+00:00,"A chart with the continuation of a front-page article on Tuesday about advancements in the research field known as artificial intelligence misstated the year in which a robot at Kawasaki killed a Japanese mechanic because of a malfunction. It was 1981, not 1985.   A chart with the continuation of a front-page article on Tuesday about advancements in the research field known as artificial intelligence misstated the year in which a robot at Kawasaki killed a Japanese mechanic because of a malfunction. It was 1981, not 1985. A chart with the continuation of a front-page article on Tuesday about advancements in the research field known as artificial intelligence misstated the year in which a robot at Kawasaki killed a Japanese mechanic because of a malfunction. It was ... {'main': 'Corrections', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",negative,0.5922639
2006-08-30 05:00:00+00:00,"8 P.M. (Turner Classic Movies) FOR LOVE OF IVY -- (1968). When a Long Island family's maid (Abbey Lincoln) wants to go back to school, their hippie son (Beau Bridges) decides a fix-up is in order, and his father (Carroll O'Connor) is there to guarantee that it happens. Sidney Poitier (above, with Ms. Lincoln) stars in this, Hollywood's first real attempt at portraying grown-up love between a black man and woman, and the follow-up to another first, ''Guess Who's Coming to Dinner,'' shown on TCM at 6. The Mamas and the Papas swing on the soundtrack.    7:30 P.M. (BET) ACCESS GRANTED -- Watch 'em here first. Tonight's show takes its cameras behind the scenes of the new video for T. I.'s ''Live in the Sky,'' featuring Jamie Foxx, and, at 8, Snoop Dogg's ''Vato,'' with Pharrell Williams and B Real of Cypress Hill.    8 P.M. (13) JEWELS FROM THE PARIS OPERA BALLET -- The muse behind George Balanchine's ''Jewels,'' the story goes, was not some ethereal ballerina but rather the gems in the cases at the New York jewelers Van Cleef & Arpels. In this ''Great Performances'' presentation, the Paris Opera Ballet lushly interprets this plotless three-act work created for New York City Ballet in 1967, and gives it a French couture twist, with costumes and backdrops designed by Christian Lacroix.    8 P.M. (Fox) BONES -- Dr. Temperance Brennan (Emily Deschanel), television's prettiest crypt keeper, begins a new season of rummaging through fishy-smelling remains, starting with a train wreck that includes the bodies of a senator and a high-profile businessman. Meanwhile, there's tension back in the lab, where her new boss, Dr. Camille Saroyan (Tamara Taylor, above right), seems to have eyes for the object of Brennan's affections, Agent Seeley Booth (David Boreanaz). Ouch.    9 P.M. (Fox) JUSTICE -- Jerry Bruckheimer, the executive producer of CBS's ''C.S.I.'' and ''Without a Trace,'' tries out his Midas touch on this new legal drama about a Los Angeles dream team with an aptitude for forensics. Victor Garber plays the firm's slick-as-an-oil spill public persona; Rebecca Mader is the brilliant clinician whose radar is set to search and destroy.    9 P.M. (ABC) LAST DAYS OF EARTH -- Scare tactics? In this new ''20/20,'' scientists like Stephen Hawking explain seven of the deadliest threats to our existence: black holes, artificial intelligence, supervolcanoes, asteroid strikes, nuclear war, disease and climate change.    10 P.M. (FX) 30 DAYS -- Er, make that 23 days. In this season finale of his reality show, Morgan Spurlock (left), who bulked up on -- and nearly blacked out from -- McDonald's food in his 2004 film ''Super Size Me,'' tries to stomach a month of serving time in a     Richmond, Va., county jail.    KATHRYN SHATTUCK 8 P.M. (Turner Classic Movies) FOR LOVE OF IVY -- (1968). When a Long Island family's maid (Abbey Lincoln) wants to go back to school, their hippie son (Beau Bridges) decides a fix-up is in order, and his father (Carroll O'Connor) is there to guarantee that it happens. Sidney Poitier (above, with Ms. Lincoln) stars in this, Hollywood's first real attempt at portraying grown-up love between a black man and woman, and the follow-up to another first, ""Guess Who's Coming to Dinner,"" shown on TCM at 6. The Mamas and the Papas swing on the soundtrack. 8 P.M. (Turner Classic Movies) FOR LOVE OF IVY -- (1968). When a Long Island family's maid (Abbey Lincoln) wants to go back to school, their hippie son (Beau Bridges) decides a fix-up is in order, and his father (Carroll O'Connor) is there to guar... {'main': ""WHAT'S ON TONIGHT"", 'kicker': None, 'content_kicker': None, 'print_headline': ""WHAT'S ON TONIGHT"", 'name': None, 'seo': None, 'sub': None}",neutral,0.7862148
2006-10-15 05:00:00+00:00,"Article describes Web site of freelance software consultant Piero Scaruffi, which contains vast number of musical and recording best-of lists; Scaruffi's interest in consciousness and artificial intelligence and details of constructing and maintaining Web site described; photo (M) MUSIC magazine editors have few more tried-and-true formulas for boosting newsstand sales and Web traffic than best-of lists. Rolling Stone's 500 Greatest Albums of All Time; Spin magazine's 100 Greatest Albums 1985-2005; Pitchforkmedia.com's Top 100 album lists for the 1970's, 80's and 90's: vast digests of gathered knowledge and opinion, usually the work of teams of editors, journalists and musicians, painstakingly assembled. Article describes Web site of freelance software consultant Piero Scaruffi, which contains vast number of musical and recording best-of lists; Scaruffi's interest in consciousness and artificial intelligence and details of constructing and maintai... {'main': 'The Greatest Web Site of All Time', 'kicker': 'MUSIC', 'content_kicker': None, 'print_headline': 'MUSIC; The Greatest Web Site of All Time', 'name': None, 'seo': None, 'sub': None}",neutral,0.6886969
2006-11-24 05:00:00+00:00,"Traders’ quest for a competitive edge has led some of them to look at the outer frontier of trading: computer programs that use artificial intelligence.  Ray Kurzweil, an inventor and new hedge fund manager, is describing the future of stock-picking, and it isn’t human. Traders’ quest for a competitive edge has led some of them to look at the outer frontier of trading: computer programs that use artificial intelligence.  {'main': 'A Smarter Computer to Pick Stocks', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Smarter Computer To Pick Stock', 'name': None, 'seo': None, 'sub': None}",neutral,0.67229587
2006-12-26 05:00:00+00:00,"9 P.M. (CBS) 29TH ANNUAL KENNEDY CENTER HONORS -- No wonder they're smiling. Caroline Kennedy is host of this ceremony, taped on Dec. 3, celebrating the lifetime achievements of (from above left) the conductor Zubin Mehta, the director Steven Spielberg, the singers Dolly Parton and Smokey Robinson, and the composer and producer Andrew Lloyd Webber.    8 P.M. (History) LAST DAYS ON EARTH -- Just in time for dire New Year's predictions, a scientific evaluation of the seven deadliest threats to humanity, including black holes, artificial intelligence, supervolcanoes, asteroid strikes, nuclear war, disease and climate change.    8 P.M. (Sundance) OFFICE TIGERS -- They call them B.P.O's, for business process outsourcing - the so-called ''back offices'' that American companies open in developing countries where costs are low and ambition is high. This four-part documentary series travels to southern India to capture the lives of the staff at Office Tigers, a multinational business-services company that provides high-end, low-cost support work to the world's top legal firms, investment banks and consultancies.    8 P.M. (NBC) IN THE SHADOW OF THE AMERICAN DREAM -- In this ''Tom Brokaw Reports'' special, Mr. Brokaw (above) travels to the Colorado Rockies between the resort towns of Aspen and Vail, an area that has seen an influx of Hispanics, mostly from Mexico, to explore the realities -- economic, social and political -- surrounding illegal immigration.    9 P.M. (ABC) BIG DAY -- An amply endowed bridesmaid threatens to upstage the bride.    9 P.M. (Biography) TOTAL EXCESS: THE ROBBER BARRONS -- A new series devoted to the ways the rich are not like you and me.    9 P.M. (VH1) INSANE CELEBRITY REAL ESTATE '06 -- Because celebrities apparently need large houses to house their large egos.    10 P.M. (HBO) REAL SPORTS WITH BRYANT GUMBEL -- A jockey without medical insurance is the equivalent of a Nascar driver without a seatbelt. Yet, for the men and women who race 1,200-pound thoroughbreds, a helmet is often their only coverage. Tonight, Mr. Gumbel returns to this story, which he first explored in April, before tackling the disturbing weight gains of high school linemen; a runner who used a stolen identity to get into Princeton University; and the hard-knock life of Bill Johnson (above), the first American to win an Olympic gold medal in downhill skiing.   KATHRYN SHATTUCK 9 P.M. (CBS) 29TH ANNUAL KENNEDY CENTER HONORS -- No wonder they're smiling. Caroline Kennedy is host of this ceremony, taped on Dec. 3, celebrating the lifetime achievements of (from above left) the conductor Zubin Mehta, the director Steven Spielberg, the singers Dolly Parton and Smokey Robinson, and the composer and producer Andrew Lloyd Webber. 9 P.M. (CBS) 29TH ANNUAL KENNEDY CENTER HONORS -- No wonder they're smiling. Caroline Kennedy is host of this ceremony, taped on Dec. 3, celebrating the lifetime achievements of (from above left) the conductor Zubin Mehta, the director Steven Spie... {'main': ""WHAT'S ON TONIGHT"", 'kicker': None, 'content_kicker': None, 'print_headline': ""WHAT'S ON TONIGHT"", 'name': None, 'seo': None, 'sub': None}",neutral,0.64056087
2007-02-04 05:00:00+00:00,"For your inner entomologist: Insects that appear plucked from a future in which artificial intelligence has triumphed over the natural world. ARTISTS aren’t typically cut out for wage slavery, and Mike Libby, a sculptor in South Portland, Me., is no exception. He has nothing but sour memories of his last workaday job, as a supervisor at a local print shop. “I was managing lackeys, and I was just a lackey myself,” he grumbled. For your inner entomologist: Insects that appear plucked from a future in which artificial intelligence has triumphed over the natural world. {'main': 'Bug? Robot? Cyborg?', 'kicker': 'The Goods', 'content_kicker': None, 'print_headline': 'Bug? Robot? Cyborg?', 'name': None, 'seo': None, 'sub': None}",neutral,0.46660537
2007-02-27 12:27:16+00:00,"Microsoft‘s drive into the health care market is just getting under way, but the company signaled Monday that one important ingredient in its plan will be a specialized search engine tailored to deliver useful medical information to consumers. Microsoft is buying Medstory, a small start-up in Foster City, Calif., for an undisclosed amount. Its search software applies artificial intelligence techniques to medical and health information in medical journals, government documents and on the Internet. Microsoft‘s drive into the health care market is just getting under way, but the company signaled Monday that one important ingredient in its plan will be a specialized search engine tailored to deliver useful medical information to consumers. Microsoft is buying Medstory, a small start-up in Foster City, Calif., for an undisclosed amount. Its search software applies artificial intelligence techniques to medical and health information in medical journals, government documents and on the Internet.  {'main': 'Microsoft to Buy Health Information Search Engine', 'kicker': 'DealBook', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",neutral,0.62569785
2007-03-25 04:00:00+00:00,"Why not use the Web to create marketplaces of willing human beings who will perform the tasks that computers cannot? COMPUTERS still do some things very poorly. Even when they pool their memory and processors in powerful networks, they remain unevenly intelligent. Things that humans do with little conscious thought, such as recognizing patterns or meanings in images, language or concepts, only baffle the machines.  Why not use the Web to create marketplaces of willing human beings who will perform the tasks that computers cannot? {'main': 'Artificial Intelligence, With Help From the Humans', 'kicker': 'Slipstream', 'content_kicker': None, 'print_headline': 'Artificial Intelligence, With Help From the Humans', 'name': None, 'seo': None, 'sub': None}",negative,0.68647677
2007-04-01 04:00:00+00:00,"The scientist and cult author talks about how our souls live on after us, why artificial intelligence is an oxymoron and why mosquitoes deserve to die. Q: As a professor of cognitive science at Indiana University who spends his time thinking about the process of thinking, what do you make of Descartes’s famed pronouncement, “I think, therefore I am”? Who knows what that means? It’s a tiny, little aphorism. You can interpret it any way you want and say, “What a wise man he was!” The scientist and cult author talks about how our souls live on after us, why artificial intelligence is an oxymoron and why mosquitoes deserve to die. {'main': 'The Mind Reader', 'kicker': 'Questions for Douglas Hofstadter', 'content_kicker': None, 'print_headline': 'The Mind Reader', 'name': None, 'seo': None, 'sub': None}",neutral,0.46356812
2007-07-23 04:00:00+00:00,"A versatile British scientist, he helped develop a “smart” industrial robot and then applied the technology to diverse fields. Donald Michie, a versatile British scientist and early theorist of artificial intelligence who helped develop a “smart” industrial robot and then applied the technology to diverse fields, died on July 7 in Britain. He was 83. A versatile British scientist, he helped develop a “smart” industrial robot and then applied the technology to diverse fields. {'main': 'Donald Michie, 83, Theorist of Artificial Intelligence, Dies', 'kicker': None, 'content_kicker': None, 'print_headline': 'Donald Michie, 83, and Anne McLaren, 80, Scientists', 'name': None, 'seo': None, 'sub': None}",neutral,0.67354333
2007-08-22 04:00:00+00:00,"An underwriter has pulled out of the initial public offering for Accoona, a new Internet search engine that former President Bill Clinton helped introduce. Three years ago, at a news conference at Tavern on the Green restaurant that featured a free-flowing bar, former President Bill Clinton helped introduce a new Internet search engine, Accoona, which was said to be powered by innovative artificial intelligence technology.  An underwriter has pulled out of the initial public offering for Accoona, a new Internet search engine that former President Bill Clinton helped introduce. {'main': 'Misgivings Spoil Plans of Start-Up', 'kicker': None, 'content_kicker': None, 'print_headline': 'Misgivings Spoil Plans Of Start-Up', 'name': None, 'seo': None, 'sub': None}",neutral,0.68581086
2007-08-22 11:39:37+00:00,"Three years ago, at a news conference at Tavern on the Green restaurant that featured a free-flowing bar, former President Bill Clinton helped introduce a new Internet search engine, Accoona, which was said to be powered by innovative artificial intelligence technology. Three years ago, at a news conference at Tavern on the Green restaurant that featured a free-flowing bar, former President Bill Clinton helped introduce a new Internet search engine, Accoona, which was said to be powered by innovative artificial intelligence technology.  {'main': 'Underwriter Pulls Out of Accoona I.P.O.', 'kicker': 'DealBook', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",neutral,0.62713367
2007-08-24 15:12:21+00:00,"How a hard drive crash provoked thoughts of cloud computing. The possibilities (see the posting below) of in-the-cloud computing struck home not long ago when I flew from San Francisco to Vancouver, British Columbia, to begin a week long reporting trip including several days at the annual meeting of the Association for the Advancement of Artificial Intelligence and a stop at Microsoft’s financial analyst meeting. How a hard drive crash provoked thoughts of cloud computing. {'main': 'Why Can’t We Compute in the Cloud? Part 2', 'kicker': 'Bits', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",neutral,0.5118657
2007-11-18 05:00:00+00:00,"An Iraqi defector’s testimony was critical in paving the way to war. The problem was, it was all a lie. IN the last months before the American-led invasion of Iraq, as we now know all too well, the administration of President George W. Bush showed a fine disregard for truth or consequences. This manifested itself in many ways, from insinuations about Saddam Hussein’s ephemeral Qaeda connections to the Pentagon’s willful refusal to address the human and economic costs of occupation. Bookstore shelves now groan with wide-ranging accounts struggling to chronicle the pathological hubris that drove the United States onward to Baghdad. An Iraqi defector’s testimony was critical in paving the way to war. The problem was, it was all a lie. {'main': 'Artificial Intelligence', 'kicker': None, 'content_kicker': None, 'print_headline': 'Artificial Intelligence', 'name': None, 'seo': None, 'sub': None}",negative,0.71152264
2008-02-17 05:00:00+00:00,"Savvy drivers have realized that obeying artificial intelligence to the letter can get you into big trouble. BEDFORD HILLS Savvy drivers have realized that obeying artificial intelligence to the letter can get you into big trouble. {'main': 'Whom Do You Believe, G.P.S. or Your Own Eyes?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Whom Do You Believe, G.P.S. or Your Own Eyes?', 'name': None, 'seo': None, 'sub': None}",negative,0.57006246
2008-03-13 04:00:00+00:00,"Mr. Weizenbaum’s computer program, Eliza, foreshadowed the potential of artificial intelligence. Joseph Weizenbaum, whose famed conversational computer program, Eliza, foreshadowed the potential of artificial intelligence, but who grew skeptical about the potential for technology to improve the human condition, died on March 5 in Gröben, Germany. He was 85. Mr. Weizenbaum’s computer program, Eliza, foreshadowed the potential of artificial intelligence. {'main': 'Joseph Weizenbaum, Famed Programmer, Is Dead at 85', 'kicker': None, 'content_kicker': None, 'print_headline': 'Joseph Weizenbaum Dies; Computer Pioneer Was 85', 'name': None, 'seo': None, 'sub': None}",negative,0.48260838
2008-05-03 04:00:00+00:00,"Daphne Koller’s work has led to advances in artificial intelligence that can be used to predict traffic jams, improve machine vision and understand the way cancer spreads. PALO ALTO, Calif.  Like a good gambler, Daphne Koller, a researcher at Stanford whose work has led to advances in artificial intelligence, sees the world as a web of probabilities. Daphne Koller’s work has led to advances in artificial intelligence that can be used to predict traffic jams, improve machine vision and understand the way cancer spreads. {'main': 'Pursuing the Next Level of Artificial Intelligence', 'kicker': None, 'content_kicker': None, 'print_headline': 'Pursuing the Next Level Of Artificial Intelligence', 'name': None, 'seo': None, 'sub': None}",neutral,0.48223194
2008-09-19 14:58:47+00:00,"A teacher who circled an idea, linked it with others, tried different vantage points and explored variations on a theme. Albert Bregman, my mentor in cognitive psychology, was hardly my role model as a teacher. I became a modern lecturer-entertainer, with bullet points, borscht belt humor and audiovisual razzle-dazzle. Al, like most of my professors at McGill University in the 1970s, sat at a table and rambled off the top of his head. Yet decades later I can remember Al’s musings: circling an idea, linking it with others, trying different vantage points, exploring variations on a theme. It was all a revelation. Psychology at the time, anxious to look like a hard science, was an empiricist dust bowl, where a “theory” was a line drawn through a set of data points. Al was my first professor who probed ideas. How is Chomsky’s deep structure related to Piaget’s schemas and to the ideas of artificial intelligence? When a man pantomimes walking a dog, where is the “dog” in his behavior? Were neural-network models really cutting-edge science or just the old theory of the association of ideas? I never knew that you could analyze ideas in such depth, and thought Al was the smartest person I ever met. But the most important science education is done at the bench. Wanting as much face time as possible, I did research in Al’s lab, which aimed to understand how the brain organizes a jumble of sound into experiences that correspond to the sound makers in the world. Not only was Al studying a tractable instance of the ancient problem of how the mind knows reality, but he also had the coolest toy in the department  a refrigerator-size minicomputer. As we passed the headphones back and forth, tweaking the beeps and boops, I learned how science is really done: create a world that will show that your ideas are right, but only if they are right. And so this philosophe with a minicomputer set me on a career of trying to understand how the mind works. A teacher who circled an idea, linked it with others, tried different vantage points and explored variations on a theme. {'main': 'Albert Bregman', 'kicker': None, 'content_kicker': None, 'print_headline': 'Steven Pinker On Albert Bregman', 'name': None, 'seo': None, 'sub': None}",neutral,0.6112056
2008-12-04 02:38:48+00:00,"Mr. Selfridge was credited with coining the term ""intelligent agents,"" for software programs capable of observing and responding to changes in their environment. Oliver G. Selfridge, an innovator in early computer science and artificial intelligence, died on Wednesday in Boston. He was 82. Mr. Selfridge was credited with coining the term ""intelligent agents,"" for software programs capable of observing and responding to changes in their environment. {'main': 'Oliver Selfridge, an Early Innovator in Artificial Intelligence, Dies at 82', 'kicker': None, 'content_kicker': None, 'print_headline': 'Oliver Selfridge, an Early Innovator In Artificial Intelligence, Dies at 82', 'name': None, 'seo': None, 'sub': None}",neutral,0.6319583
2008-12-06 08:41:01+00:00,"An obituary on Thursday about Oliver G. Selfridge, an innovator in early artificial intelligence, misspelled the surname of the pioneer theorist of computer science with whom he studied at M.I.T. He was Norbert Wiener, not Weiner.  An obituary on Thursday about Oliver G. Selfridge, an innovator in early artificial intelligence, misspelled the surname of the pioneer theorist of computer science with whom he studied at M.I.T. He was Norbert Wiener, not Weiner.   {'main': 'Correction', 'kicker': None, 'content_kicker': None, 'print_headline': 'CORRECTIONS', 'name': None, 'seo': None, 'sub': None}",neutral,0.5218326
